rayon,week_start,week_end,building_type,damaged_buildings
Iziumskyi,2025-02-17,2025-02-23,Electricity supply system,2
Iziumskyi,2025-02-17,2025-02-23,Telecommunications,1
Iziumskyi,2025-02-17,2025-02-23,Total,5
Iziumskyi,2025-02-17,2025-02-23,Warehouse,1
Kamianskyi,2025-02-17,2025-02-23,Industrial/Business/Enterprise facilities,1
Kamianskyi,2025-02-17,2025-02-23,Total,1
Kharkivskyi,2025-02-17,2025-02-23,"Education facility (school, etc.)",1
Kharkivskyi,2025-02-17,2025-02-23,Electricity supply system,1
Kharkivskyi,2025-02-17,2025-02-23,Government facilities,1
Kharkivskyi,2025-02-17,2025-02-23,Industrial/Business/Enterprise facilities,1
Kharkivskyi,2025-02-17,2025-02-23,Total,4
Khersonskyi,2025-02-17,2025-02-23,"Education facility (school, etc.)",3
Khersonskyi,2025-02-17,2025-02-23,Electricity supply system,2
Khersonskyi,2025-02-17,2025-02-23,Government facilities,2
Khersonskyi,2025-02-17,2025-02-23,"Health facility (hospital, health clinic)",2
Khersonskyi,2025-02-17,2025-02-23,Industrial/Business/Enterprise facilities,2
Khersonskyi,2025-02-17,2025-02-23,Total,11
Kramatorskyi,2025-02-17,2025-02-23,"Education facility (school, etc.)",4
Kramatorskyi,2025-02-17,2025-02-23,Electricity supply system,22
Kramatorskyi,2025-02-17,2025-02-23,Gas supply system,21
Kramatorskyi,2025-02-17,2025-02-23,Government facilities,5
Kramatorskyi,2025-02-17,2025-02-23,"Health facility (hospital, health clinic)",3
Kramatorskyi,2025-02-17,2025-02-23,Heating and water facility,1
Kramatorskyi,2025-02-17,2025-02-23,Industrial/Business/Enterprise facilities,14
Kramatorskyi,2025-02-17,2025-02-23,Railway,1
Kramatorskyi,2025-02-17,2025-02-23,Road / Highway,3
Kramatorskyi,2025-02-17,2025-02-23,Total,76
Kramatorskyi,2025-02-17,2025-02-23,Water supply system,2
Krasnohradskyi,2025-02-17,2025-02-23,Industrial/Business/Enterprise facilities,2
Krasnohradskyi,2025-02-17,2025-02-23,Total,2
Kropyvnytskyi,2025-02-17,2025-02-23,Industrial/Business/Enterprise facilities,1
Kropyvnytskyi,2025-02-17,2025-02-23,Total,1
Kryvorizkyi,2025-02-17,2025-02-23,"Education facility (school, etc.)",4
Kryvorizkyi,2025-02-17,2025-02-23,Fuel depot,1
Kryvorizkyi,2025-02-17,2025-02-23,Government facilities,1
Kryvorizkyi,2025-02-17,2025-02-23,"Health facility (hospital, health clinic)",2
Kryvorizkyi,2025-02-17,2025-02-23,Industrial/Business/Enterprise facilities,2
Kryvorizkyi,2025-02-17,2025-02-23,Religious facilities,1
Kryvorizkyi,2025-02-17,2025-02-23,Total,11
Kupianskyi,2025-02-17,2025-02-23,Total,1
Kupianskyi,2025-02-17,2025-02-23,Warehouse,1
Kyiv,2025-02-17,2025-02-23,"Cultural facilities (museum, theater etc.)",1
Kyiv,2025-02-17,2025-02-23,"Education facility (school, etc.)",1
Kyiv,2025-02-17,2025-02-23,Industrial/Business/Enterprise facilities,1
Kyiv,2025-02-17,2025-02-23,Total,4
Kyiv,2025-02-17,2025-02-23,Warehouse,1
Lozivskyi,2025-02-17,2025-02-23,Electricity supply system,1
Lozivskyi,2025-02-17,2025-02-23,Total,3
Lozivskyi,2025-02-17,2025-02-23,Warehouse,2
Mykolaivskyi,2025-02-17,2025-02-23,Electricity supply system,1
Mykolaivskyi,2025-02-17,2025-02-23,Government facilities,1
Mykolaivskyi,2025-02-17,2025-02-23,Total,2
Nikopolskyi,2025-02-17,2025-02-23,"Education facility (school, etc.)",1
Nikopolskyi,2025-02-17,2025-02-23,Electricity supply system,5
Nikopolskyi,2025-02-17,2025-02-23,Fuel depot,2
Nikopolskyi,2025-02-17,2025-02-23,Gas supply system,2
Nikopolskyi,2025-02-17,2025-02-23,Government facilities,1
Nikopolskyi,2025-02-17,2025-02-23,Industrial/Business/Enterprise facilities,19
Nikopolskyi,2025-02-17,2025-02-23,Total,30
Novhorod-Siverskyi,2025-02-17,2025-02-23,Government facilities,1
Novhorod-Siverskyi,2025-02-17,2025-02-23,Total,1
Obukhivskyi,2025-02-17,2025-02-23,Electricity supply system,1
Obukhivskyi,2025-02-17,2025-02-23,Total,1
Odeskyi,2025-02-17,2025-02-23,"Education facility (school, etc.)",1
Odeskyi,2025-02-17,2025-02-23,Electricity supply system,1
Odeskyi,2025-02-17,2025-02-23,Government facilities,1
Odeskyi,2025-02-17,2025-02-23,Harbor,1
Odeskyi,2025-02-17,2025-02-23,"Health facility (hospital, health clinic)",3
Odeskyi,2025-02-17,2025-02-23,Industrial/Business/Enterprise facilities,4
Odeskyi,2025-02-17,2025-02-23,Road / Highway,1
Odeskyi,2025-02-17,2025-02-23,Total,13
Odeskyi,2025-02-17,2025-02-23,Warehouse,1
Pokrovskyi,2025-02-17,2025-02-23,"Education facility (school, etc.)",2
Pokrovskyi,2025-02-17,2025-02-23,Fuel depot,1
Pokrovskyi,2025-02-17,2025-02-23,Government facilities,2
Pokrovskyi,2025-02-17,2025-02-23,"Health facility (hospital, health clinic)",1
Pokrovskyi,2025-02-17,2025-02-23,Industrial/Business/Enterprise facilities,1
Pokrovskyi,2025-02-17,2025-02-23,Total,8
Pokrovskyi,2025-02-17,2025-02-23,Water supply system,1
Poltavskyi,2025-02-17,2025-02-23,"Cultural facilities (museum, theater etc.)",1
Poltavskyi,2025-02-17,2025-02-23,Total,1
Sumskyi,2025-02-17,2025-02-23,Gas supply system,2
Sumskyi,2025-02-17,2025-02-23,Industrial/Business/Enterprise facilities,1
Sumskyi,2025-02-17,2025-02-23,Other,1
Sumskyi,2025-02-17,2025-02-23,Total,4
Umanskyi,2025-02-17,2025-02-23,Electricity supply system,1
Umanskyi,2025-02-17,2025-02-23,Total,1
Volnovaskyi,2025-02-17,2025-02-23,"Health facility (hospital, health clinic)",1
Volnovaskyi,2025-02-17,2025-02-23,Total,1
Vyshhorodskyi,2025-02-17,2025-02-23,Industrial/Business/Enterprise facilities,1
Vyshhorodskyi,2025-02-17,2025-02-23,Total,1
Zaporizkyi,2025-02-17,2025-02-23,Total,1
Zaporizkyi,2025-02-17,2025-02-23,Warehouse,1
Zolotoniskyi,2025-02-17,2025-02-23,Electricity supply system,1
Zolotoniskyi,2025-02-17,2025-02-23,Industrial/Business/Enterprise facilities,1
Zolotoniskyi,2025-02-17,2025-02-23,Other,1
Zolotoniskyi,2025-02-17,2025-02-23,Total,3
Beryslavskyi,2025-02-10,2025-02-16,Government facilities,1
Beryslavskyi,2025-02-10,2025-02-16,Total,1
Bohodukhivskyi,2025-02-10,2025-02-16,Agricultural facilities,1
Bohodukhivskyi,2025-02-10,2025-02-16,Electricity supply system,1
Bohodukhivskyi,2025-02-10,2025-02-16,Gas supply system,1
Bohodukhivskyi,2025-02-10,2025-02-16,Government facilities,1
Bohodukhivskyi,2025-02-10,2025-02-16,Religious facilities,1
Bohodukhivskyi,2025-02-10,2025-02-16,Total,5
Boryspilskyi,2025-02-10,2025-02-16,"Education facility (school, etc.)",2
Boryspilskyi,2025-02-10,2025-02-16,Other,1
Boryspilskyi,2025-02-10,2025-02-16,Total,4
Boryspilskyi,2025-02-10,2025-02-16,Warehouse,1
Chernihivskyi,2025-02-10,2025-02-16,Electricity supply system,1
Chernihivskyi,2025-02-10,2025-02-16,Total,1
Chornobyl Exclusion Zone,2025-02-10,2025-02-16,Nuclear unit,1
Chornobyl Exclusion Zone,2025-02-10,2025-02-16,Total,1
Chuhuivskyi,2025-02-10,2025-02-16,Agricultural facilities,1
Chuhuivskyi,2025-02-10,2025-02-16,Fuel depot,1
Chuhuivskyi,2025-02-10,2025-02-16,Total,2
Fastivskyi,2025-02-10,2025-02-16,"Education facility (school, etc.)",1
Fastivskyi,2025-02-10,2025-02-16,Total,2
Fastivskyi,2025-02-10,2025-02-16,Warehouse,1
Iziumskyi,2025-02-10,2025-02-16,Industrial/Business/Enterprise facilities,1
Iziumskyi,2025-02-10,2025-02-16,Total,1
Izmailskyi,2025-02-10,2025-02-16,"Education facility (school, etc.)",1
Izmailskyi,2025-02-10,2025-02-16,Harbor,1
Izmailskyi,2025-02-10,2025-02-16,Total,2
Kakhovskyi,2025-02-10,2025-02-16,"Cultural facilities (museum, theater etc.)",2
Kakhovskyi,2025-02-10,2025-02-16,Industrial/Business/Enterprise facilities,1
Kakhovskyi,2025-02-10,2025-02-16,Other,1
Kakhovskyi,2025-02-10,2025-02-16,Total,4
Kharkivskyi,2025-02-10,2025-02-16,Gas supply system,1
Kharkivskyi,2025-02-10,2025-02-16,Government facilities,1
Kharkivskyi,2025-02-10,2025-02-16,Total,3
Kharkivskyi,2025-02-10,2025-02-16,Warehouse,1
Khersonskyi,2025-02-10,2025-02-16,"Education facility (school, etc.)",4
Khersonskyi,2025-02-10,2025-02-16,Electricity supply system,1
Khersonskyi,2025-02-10,2025-02-16,Government facilities,1
Khersonskyi,2025-02-10,2025-02-16,"Health facility (hospital, health clinic)",1
Khersonskyi,2025-02-10,2025-02-16,Total,8
Khersonskyi,2025-02-10,2025-02-16,Water supply system,1
Konotopskyi,2025-02-10,2025-02-16,Agricultural facilities,1
Konotopskyi,2025-02-10,2025-02-16,Total,1
Kramatorskyi,2025-02-10,2025-02-16,"Cultural facilities (museum, theater etc.)",2
Kramatorskyi,2025-02-10,2025-02-16,"Education facility (school, etc.)",2
Kramatorskyi,2025-02-10,2025-02-16,Electricity supply system,14
Kramatorskyi,2025-02-10,2025-02-16,Fuel depot,1
Kramatorskyi,2025-02-10,2025-02-16,Gas supply system,3
Kramatorskyi,2025-02-10,2025-02-16,Government facilities,2
Kramatorskyi,2025-02-10,2025-02-16,Industrial/Business/Enterprise facilities,9
Kramatorskyi,2025-02-10,2025-02-16,Railway,1
Kramatorskyi,2025-02-10,2025-02-16,Road / Highway,1
Kramatorskyi,2025-02-10,2025-02-16,Total,36
Kramatorskyi,2025-02-10,2025-02-16,Warehouse,1
Kropyvnytskyi,2025-02-10,2025-02-16,Electricity supply system,1
Kropyvnytskyi,2025-02-10,2025-02-16,Total,1
Kryvorizkyi,2025-02-10,2025-02-16,"Education facility (school, etc.)",3
Kryvorizkyi,2025-02-10,2025-02-16,Fuel depot,1
Kryvorizkyi,2025-02-10,2025-02-16,Government facilities,1
Kryvorizkyi,2025-02-10,2025-02-16,Industrial/Business/Enterprise facilities,3
Kryvorizkyi,2025-02-10,2025-02-16,Total,8
Kupianskyi,2025-02-10,2025-02-16,"Cultural facilities (museum, theater etc.)",2
Kupianskyi,2025-02-10,2025-02-16,"Education facility (school, etc.)",1
Kupianskyi,2025-02-10,2025-02-16,Total,3
Kyiv,2025-02-10,2025-02-16,"Cultural facilities (museum, theater etc.)",1
Kyiv,2025-02-10,2025-02-16,Gas supply system,1
Kyiv,2025-02-10,2025-02-16,Heating and water facility,3
Kyiv,2025-02-10,2025-02-16,Industrial/Business/Enterprise facilities,4
Kyiv,2025-02-10,2025-02-16,Telecommunications,2
Kyiv,2025-02-10,2025-02-16,Total,12
Kyiv,2025-02-10,2025-02-16,Warehouse,1
Mykolaivskyi,2025-02-10,2025-02-16,Agricultural facilities,1
Mykolaivskyi,2025-02-10,2025-02-16,"Education facility (school, etc.)",1
Mykolaivskyi,2025-02-10,2025-02-16,Government facilities,1
Mykolaivskyi,2025-02-10,2025-02-16,"Health facility (hospital, health clinic)",1
Mykolaivskyi,2025-02-10,2025-02-16,Heating and water facility,1
Mykolaivskyi,2025-02-10,2025-02-16,Industrial/Business/Enterprise facilities,7
Mykolaivskyi,2025-02-10,2025-02-16,Power plant,1
Mykolaivskyi,2025-02-10,2025-02-16,Road / Highway,1
Mykolaivskyi,2025-02-10,2025-02-16,Total,17
Mykolaivskyi,2025-02-10,2025-02-16,Warehouse,1
Mykolaivskyi,2025-02-10,2025-02-16,Water supply system,2
Myrhorodskyi,2025-02-10,2025-02-16,Gas supply system,1
Myrhorodskyi,2025-02-10,2025-02-16,Total,1
Nikopolskyi,2025-02-10,2025-02-16,Agricultural facilities,1
Nikopolskyi,2025-02-10,2025-02-16,"Education facility (school, etc.)",1
Nikopolskyi,2025-02-10,2025-02-16,Electricity supply system,5
Nikopolskyi,2025-02-10,2025-02-16,Fuel depot,2
Nikopolskyi,2025-02-10,2025-02-16,Gas supply system,5
Nikopolskyi,2025-02-10,2025-02-16,Government facilities,2
Nikopolskyi,2025-02-10,2025-02-16,"Health facility (hospital, health clinic)",1
Nikopolskyi,2025-02-10,2025-02-16,Industrial/Business/Enterprise facilities,10
Nikopolskyi,2025-02-10,2025-02-16,Total,27
Nizhynskyi,2025-02-10,2025-02-16,Agricultural facilities,1
Nizhynskyi,2025-02-10,2025-02-16,Total,1
Novhorod-Siverskyi,2025-02-10,2025-02-16,"Cultural facilities (museum, theater etc.)",1
Novhorod-Siverskyi,2025-02-10,2025-02-16,Total,2
Novhorod-Siverskyi,2025-02-10,2025-02-16,Warehouse,1
Odeskyi,2025-02-10,2025-02-16,Harbor,1
Odeskyi,2025-02-10,2025-02-16,Industrial/Business/Enterprise facilities,1
Odeskyi,2025-02-10,2025-02-16,Total,2
Okhtyrskyi,2025-02-10,2025-02-16,"Health facility (hospital, health clinic)",1
Okhtyrskyi,2025-02-10,2025-02-16,Industrial/Business/Enterprise facilities,2
Okhtyrskyi,2025-02-10,2025-02-16,Total,3
Pokrovskyi,2025-02-10,2025-02-16,"Cultural facilities (museum, theater etc.)",1
Pokrovskyi,2025-02-10,2025-02-16,Electricity supply system,2
Pokrovskyi,2025-02-10,2025-02-16,Government facilities,1
Pokrovskyi,2025-02-10,2025-02-16,Industrial/Business/Enterprise facilities,2
Pokrovskyi,2025-02-10,2025-02-16,Total,6
Sumskyi,2025-02-10,2025-02-16,Agricultural facilities,1
Sumskyi,2025-02-10,2025-02-16,"Education facility (school, etc.)",2
Sumskyi,2025-02-10,2025-02-16,Electricity supply system,1
Sumskyi,2025-02-10,2025-02-16,"Health facility (hospital, health clinic)",1
Sumskyi,2025-02-10,2025-02-16,Industrial/Business/Enterprise facilities,2
Sumskyi,2025-02-10,2025-02-16,Total,7
Synelnykivskyi,2025-02-10,2025-02-16,Electricity supply system,1
Synelnykivskyi,2025-02-10,2025-02-16,Total,1
Voznesenskyi,2025-02-10,2025-02-16,"Education facility (school, etc.)",1
Voznesenskyi,2025-02-10,2025-02-16,Total,1
Bakhmutskyi,2025-02-03,2025-02-09,"Health facility (hospital, health clinic)",1
Bakhmutskyi,2025-02-03,2025-02-09,Total,1
Bohodukhivskyi,2025-02-03,2025-02-09,Government facilities,1
Bohodukhivskyi,2025-02-03,2025-02-09,Total,1
Cherkaskyi,2025-02-03,2025-02-09,Industrial/Business/Enterprise facilities,3
Cherkaskyi,2025-02-03,2025-02-09,Total,3
Dniprovskyi,2025-02-03,2025-02-09,Agricultural facilities,1
Dniprovskyi,2025-02-03,2025-02-09,Total,1
Iziumskyi,2025-02-03,2025-02-09,Government facilities,5
Iziumskyi,2025-02-03,2025-02-09,Total,5
Kharkivskyi,2025-02-03,2025-02-09,"Cultural facilities (museum, theater etc.)",1
Kharkivskyi,2025-02-03,2025-02-09,"Education facility (school, etc.)",1
Kharkivskyi,2025-02-03,2025-02-09,Electricity supply system,2
Kharkivskyi,2025-02-03,2025-02-09,Fuel depot,1
Kharkivskyi,2025-02-03,2025-02-09,Government facilities,1
Kharkivskyi,2025-02-03,2025-02-09,Industrial/Business/Enterprise facilities,2
Kharkivskyi,2025-02-03,2025-02-09,Total,8
Khersonskyi,2025-02-03,2025-02-09,Electricity supply system,1
Khersonskyi,2025-02-03,2025-02-09,Industrial/Business/Enterprise facilities,1
Khersonskyi,2025-02-03,2025-02-09,Total,3
Khersonskyi,2025-02-03,2025-02-09,Warehouse,1
Konotopskyi,2025-02-03,2025-02-09,"Education facility (school, etc.)",2
Konotopskyi,2025-02-03,2025-02-09,Total,2
Kramatorskyi,2025-02-03,2025-02-09,"Education facility (school, etc.)",2
Kramatorskyi,2025-02-03,2025-02-09,Electricity supply system,10
Kramatorskyi,2025-02-03,2025-02-09,Gas supply system,9
Kramatorskyi,2025-02-03,2025-02-09,Government facilities,6
Kramatorskyi,2025-02-03,2025-02-09,"Health facility (hospital, health clinic)",1
Kramatorskyi,2025-02-03,2025-02-09,Industrial/Business/Enterprise facilities,20
Kramatorskyi,2025-02-03,2025-02-09,Power plant,1
Kramatorskyi,2025-02-03,2025-02-09,Railway,1
Kramatorskyi,2025-02-03,2025-02-09,Religious facilities,1
Kramatorskyi,2025-02-03,2025-02-09,Road / Highway,1
Kramatorskyi,2025-02-03,2025-02-09,Total,52
Kropyvnytskyi,2025-02-03,2025-02-09,"Education facility (school, etc.)",1
Kropyvnytskyi,2025-02-03,2025-02-09,Total,1
Kupianskyi,2025-02-03,2025-02-09,Industrial/Business/Enterprise facilities,3
Kupianskyi,2025-02-03,2025-02-09,Road / Highway,2
Kupianskyi,2025-02-03,2025-02-09,Total,6
Kupianskyi,2025-02-03,2025-02-09,Warehouse,1
Kyiv,2025-02-03,2025-02-09,"Education facility (school, etc.)",3
Kyiv,2025-02-03,2025-02-09,"Health facility (hospital, health clinic)",1
Kyiv,2025-02-03,2025-02-09,Total,4
Nikopolskyi,2025-02-03,2025-02-09,Agricultural facilities,2
Nikopolskyi,2025-02-03,2025-02-09,"Education facility (school, etc.)",1
Nikopolskyi,2025-02-03,2025-02-09,Electricity supply system,7
Nikopolskyi,2025-02-03,2025-02-09,Fuel depot,2
Nikopolskyi,2025-02-03,2025-02-09,Gas supply system,6
Nikopolskyi,2025-02-03,2025-02-09,Government facilities,2
Nikopolskyi,2025-02-03,2025-02-09,Industrial/Business/Enterprise facilities,8
Nikopolskyi,2025-02-03,2025-02-09,Total,28
Novhorod-Siverskyi,2025-02-03,2025-02-09,Total,1
Novhorod-Siverskyi,2025-02-03,2025-02-09,Warehouse,1
Odeskyi,2025-02-03,2025-02-09,Industrial/Business/Enterprise facilities,2
Odeskyi,2025-02-03,2025-02-09,Total,2
Romenskyi,2025-02-03,2025-02-09,"Education facility (school, etc.)",1
Romenskyi,2025-02-03,2025-02-09,Total,1
Shostkynskyi,2025-02-03,2025-02-09,"Cultural facilities (museum, theater etc.)",1
Shostkynskyi,2025-02-03,2025-02-09,Government facilities,1
Shostkynskyi,2025-02-03,2025-02-09,"Health facility (hospital, health clinic)",1
Shostkynskyi,2025-02-03,2025-02-09,Industrial/Business/Enterprise facilities,1
Shostkynskyi,2025-02-03,2025-02-09,Total,4
Sumskyi,2025-02-03,2025-02-09,Electricity supply system,1
Sumskyi,2025-02-03,2025-02-09,Gas supply system,3
Sumskyi,2025-02-03,2025-02-09,Industrial/Business/Enterprise facilities,1
Sumskyi,2025-02-03,2025-02-09,Road / Highway,1
Sumskyi,2025-02-03,2025-02-09,Total,6
Synelnykivskyi,2025-02-03,2025-02-09,Electricity supply system,1
Synelnykivskyi,2025-02-03,2025-02-09,Gas supply system,1
Synelnykivskyi,2025-02-03,2025-02-09,Government facilities,2
Synelnykivskyi,2025-02-03,2025-02-09,Total,4
Bashtanskyi,2025-01-27,2025-02-02,Electricity supply system,1
Bashtanskyi,2025-01-27,2025-02-02,Total,1
Berdianskyi,2025-01-27,2025-02-02,Harbor,1
Berdianskyi,2025-01-27,2025-02-02,Total,1
Bohodukhivskyi,2025-01-27,2025-02-02,"Education facility (school, etc.)",1
Bohodukhivskyi,2025-01-27,2025-02-02,Total,1
Dniprovskyi,2025-01-27,2025-02-02,Gas supply system,1
Dniprovskyi,2025-01-27,2025-02-02,Total,1
Fastivskyi,2025-01-27,2025-02-02,Total,1
Fastivskyi,2025-01-27,2025-02-02,Warehouse,1
Iziumskyi,2025-01-27,2025-02-02,"Education facility (school, etc.)",1
Iziumskyi,2025-01-27,2025-02-02,Government facilities,1
Iziumskyi,2025-01-27,2025-02-02,Total,2
Izmailskyi,2025-01-27,2025-02-02,"Education facility (school, etc.)",2
Izmailskyi,2025-01-27,2025-02-02,Harbor,1
Izmailskyi,2025-01-27,2025-02-02,"Health facility (hospital, health clinic)",1
Izmailskyi,2025-01-27,2025-02-02,Total,5
Izmailskyi,2025-01-27,2025-02-02,Warehouse,1
Kharkivskyi,2025-01-27,2025-02-02,Electricity supply system,1
Kharkivskyi,2025-01-27,2025-02-02,Gas supply system,1
Kharkivskyi,2025-01-27,2025-02-02,Industrial/Business/Enterprise facilities,4
Kharkivskyi,2025-01-27,2025-02-02,Power plant,1
Kharkivskyi,2025-01-27,2025-02-02,Total,7
Khersonskyi,2025-01-27,2025-02-02,"Education facility (school, etc.)",1
Khersonskyi,2025-01-27,2025-02-02,Gas supply system,1
Khersonskyi,2025-01-27,2025-02-02,Total,2
Konotopskyi,2025-01-27,2025-02-02,Agricultural facilities,1
Konotopskyi,2025-01-27,2025-02-02,Total,1
Kramatorskyi,2025-01-27,2025-02-02,"Cultural facilities (museum, theater etc.)",2
Kramatorskyi,2025-01-27,2025-02-02,"Education facility (school, etc.)",1
Kramatorskyi,2025-01-27,2025-02-02,Electricity supply system,8
Kramatorskyi,2025-01-27,2025-02-02,Fuel depot,1
Kramatorskyi,2025-01-27,2025-02-02,Gas supply system,6
Kramatorskyi,2025-01-27,2025-02-02,Government facilities,2
Kramatorskyi,2025-01-27,2025-02-02,Industrial/Business/Enterprise facilities,3
Kramatorskyi,2025-01-27,2025-02-02,Other,1
Kramatorskyi,2025-01-27,2025-02-02,Road / Highway,2
Kramatorskyi,2025-01-27,2025-02-02,Total,26
Kryvorizkyi,2025-01-27,2025-02-02,Heating and water facility,1
Kryvorizkyi,2025-01-27,2025-02-02,Total,1
Kupianskyi,2025-01-27,2025-02-02,"Cultural facilities (museum, theater etc.)",1
Kupianskyi,2025-01-27,2025-02-02,"Education facility (school, etc.)",1
Kupianskyi,2025-01-27,2025-02-02,Industrial/Business/Enterprise facilities,2
Kupianskyi,2025-01-27,2025-02-02,Road / Highway,1
Kupianskyi,2025-01-27,2025-02-02,Total,5
Kyiv,2025-01-27,2025-02-02,Railway,1
Kyiv,2025-01-27,2025-02-02,Total,1
Mykolaivskyi,2025-01-27,2025-02-02,Electricity supply system,1
Mykolaivskyi,2025-01-27,2025-02-02,Industrial/Business/Enterprise facilities,2
Mykolaivskyi,2025-01-27,2025-02-02,Total,3
Myrhorodskyi,2025-01-27,2025-02-02,Electricity supply system,1
Myrhorodskyi,2025-01-27,2025-02-02,Total,1
Nikopolskyi,2025-01-27,2025-02-02,Agricultural facilities,1
Nikopolskyi,2025-01-27,2025-02-02,Electricity supply system,4
Nikopolskyi,2025-01-27,2025-02-02,Gas supply system,3
Nikopolskyi,2025-01-27,2025-02-02,Government facilities,1
Nikopolskyi,2025-01-27,2025-02-02,"Health facility (hospital, health clinic)",1
Nikopolskyi,2025-01-27,2025-02-02,Industrial/Business/Enterprise facilities,4
Nikopolskyi,2025-01-27,2025-02-02,Total,14
Nizhynskyi,2025-01-27,2025-02-02,Industrial/Business/Enterprise facilities,1
Nizhynskyi,2025-01-27,2025-02-02,Total,1
Novhorod-Siverskyi,2025-01-27,2025-02-02,Agricultural facilities,1
Novhorod-Siverskyi,2025-01-27,2025-02-02,Government facilities,1
Novhorod-Siverskyi,2025-01-27,2025-02-02,Industrial/Business/Enterprise facilities,1
Novhorod-Siverskyi,2025-01-27,2025-02-02,Total,3
Odeskyi,2025-01-27,2025-02-02,"Cultural facilities (museum, theater etc.)",15
Odeskyi,2025-01-27,2025-02-02,"Education facility (school, etc.)",2
Odeskyi,2025-01-27,2025-02-02,Electricity supply system,2
Odeskyi,2025-01-27,2025-02-02,Gas supply system,1
Odeskyi,2025-01-27,2025-02-02,Government facilities,1
Odeskyi,2025-01-27,2025-02-02,"Health facility (hospital, health clinic)",1
Odeskyi,2025-01-27,2025-02-02,Industrial/Business/Enterprise facilities,1
Odeskyi,2025-01-27,2025-02-02,Total,25
Odeskyi,2025-01-27,2025-02-02,Warehouse,2
Okhtyrskyi,2025-01-27,2025-02-02,Total,1
